#SampleID	tube.number	empty.tube.weight..mg.	full.tube.weight..mg.	sample.weight..mg.	volume.of.water.for.homogenization..50.mg.in.125.uL.	volume.of.methnanol.for.homogenization..50.mg.in.125.uL..minus.10.uL.volume.removed.for.DNA..except.for.samples.below.60.ul.	final.volume_aq	volume.plated_aq	DCM.MeOH.volume..50.mg.in.250.uL.	volume.plated_org	mouse.number	study	sample.type	position	Organ_Position	Digitzed_Organ_Position	days.post.infection	condition	Organ_Posotion_condition_days	imaging.plate.position	collection.date	luminescence_counts	well_Pos
GIMap_P2_Aq.Org_Mixed_A3.mzXML.Peak.area	51	1003.4	1083.2	79.8	199.5	189.5	389	110	399	100	m3	GI map rep 1	stomach	B	stomach_B	3	12	uninfected	stomach_B_uninfected_12	E3	42844	51.75	P2_A3
GIMap_P3_Aq.Org_Mixed_B4.mzXML.Peak.area	510	1051.2	1080.6	29.4	73.5	63.5	137	110	147	100	m30	GI map rep 1	stomach	A	stomach_A	2	89	infected	stomach_A_infected_89	E2	42920	86.27	P3_B4
P1_Aq.Org_Mixed_C4.mzXML.Peak.area	511	1036.5	1061.6	25.1	62.75	62.75	125.5	110	125.5	100	m30	GI map rep 1	oesophagus	NA	oesophagus_NA	1	89	infected	oesophagus_NA_infected_89	E3	42920	27.73	P1_C4
GIMap_P2_LI_Aq.Org_Mixed_D10.mzXML.Peak.area	514	1035.1	1110.3	75.2	188	178	366	110	376	100	m31	GI map rep 2	large intestine	C	large intestine_C	13	89	infected	large intestine_C_infected_89	A1	july 11 2017	1550	P2_D10
GIMap_P2_LI_Aq.Org_Mixed_D11.mzXML.Peak.area	515	1038.5	1143.8	105.3	263.25	253.25	516.5	110	526.5	100	m31	GI map rep 2	large intestine	B	large intestine_B	12	89	infected	large intestine_B_infected_89	A2	july 11 2017	132.4	P2_D11
GIMap_P2_LI_Aq.Org_Mixed_D12.mzXML.Peak.area	516	1040.1	1113.6	73.5	183.75	173.75	357.5	110	367.5	100	m31	GI map rep 2	large intestine	A	large intestine_A	11	89	infected	large intestine_A_infected_89	A3	july 11 2017	452.7	P2_D12
GIMap_P2_LI_Aq.Org_Mixed_E1.mzXML.Peak.area	517	1047.6	1213.4	165.8	414.5	404.5	819	110	829	100	m31	GI map rep 2	cecum	NA	cecum_NA	10	89	infected	cecum_NA_infected_89	A4	july 11 2017	2533	P2_E1
GIMap_P3_SI_Aq.Org_Mixed_C1.mzXML.Peak.area	519	1037.7	1105.8	68.1	170.25	160.25	330.5	110	340.5	100	m31	GI map rep 2	small intestine	F	small intestine_F	9	89	infected	small intestine_F_infected_89	A5	july 11 2017	268.1	P3_C1
GIMap_P2_Aq.Org_Mixed_A4.mzXML.Peak.area	52	987.5	1014.3	26.8	67	57	124	110	134	100	m3	GI map rep 1	stomach	A	stomach_A	2	12	uninfected	stomach_A_uninfected_12	E4	42844	36.54	P2_A4
GIMap_P3_SI_Aq.Org_Mixed_C2.mzXML.Peak.area	520	1033.9	1122.7	88.8	222	212	434	110	444	100	m31	GI map rep 2	small intestine	E	small intestine_E	8	89	infected	small intestine_E_infected_89	A6	july 11 2017	371.3	P3_C2
GIMap_P3_SI_Aq.Org_Mixed_C3.mzXML.Peak.area	521	1034	1267.2	233.2	583	573	1156	110	1166	100	m31	GI map rep 2	small intestine	D	small intestine_D	7	89	infected	small intestine_D_infected_89	A7	july 11 2017	72.93	P3_C3
GIMap_P3_SI_Aq.Org_Mixed_C4.mzXML.Peak.area	522	1028.7	1311.2	282.5	706.25	696.25	1402.5	110	1412.5	100	m31	GI map rep 2	small intestine	C	small intestine_C	6	89	infected	small intestine_C_infected_89	A8	july 11 2017	18.55	P3_C4
GIMap_P3_SI_Aq.Org_Mixed_C5.mzXML.Peak.area	523	1050.3	1359.1	308.8	772	762	1534	110	1544	100	m31	GI map rep 2	small intestine	B/a	small intestine_B/a	5	89	infected	small intestine_B/a_infected_89	A9	july 11 2017	63.28	P3_C5
GIMap_P3_Aq.Org_Mixed_B6.mzXML.Peak.area	525	1036.5	1270.9	234.4	586	576	1162	110	1172	100	m31	GI map rep 2	stomach	C	stomach_C	4	89	infected	stomach_C_infected_89	A10	july 11 2017	187.8	P3_B6
GIMap_P3_Aq.Org_Mixed_B7.mzXML.Peak.area	526	1050.6	1121.6	71	177.5	167.5	345	110	355	100	m31	GI map rep 2	stomach	B	stomach_B	3	89	infected	stomach_B_infected_89	A11	july 11 2017	585.3	P3_B7
GIMap_P3_Aq.Org_Mixed_B8.mzXML.Peak.area	527	1038	1089.2	51.2	128	118	246	110	256	100	m31	GI map rep 2	stomach	A	stomach_A	2	89	infected	stomach_A_infected_89	A12	july 11 2017	645.6	P3_B8
P1_Aq.Org_Mixed_C5.mzXML.Peak.area	528	1028.5	1072.6	44.1	110.25	100.25	210.5	110	220.5	100	m31	GI map rep 2	oesophagus	NA	oesophagus_NA	1	89	infected	oesophagus_NA_infected_89	B1	july 11 2017	199.4	P1_C5
GIMap_P2_LI_Aq.Org_Mixed_E3.mzXML.Peak.area	531	1035.2	1107.2	72	180	170	350	110	360	100	m32	GI map rep 2	large intestine	C	large intestine_C	13	89	infected	large intestine_C_infected_89	B2	july 11 2017	1209	P2_E3
GIMap_P2_LI_Aq.Org_Mixed_E4.mzXML.Peak.area	532	1039.9	1127.2	87.3	218.25	208.25	426.5	110	436.5	100	m32	GI map rep 2	large intestine	B	large intestine_B	12	89	infected	large intestine_B_infected_89	B3	july 11 2017	166.9	P2_E4
GIMap_P2_LI_Aq.Org_Mixed_E5.mzXML.Peak.area	533	1044.7	1121.6	76.9	192.25	182.25	374.5	110	384.5	100	m32	GI map rep 2	large intestine	A	large intestine_A	11	89	infected	large intestine_A_infected_89	B4	july 11 2017	1936	P2_E5
GIMap_P2_LI_Aq.Org_Mixed_E6.mzXML.Peak.area	534	1038.3	1237.7	199.4	498.5	488.5	987	110	997	100	m32	GI map rep 2	cecum	NA	cecum_NA	10	89	infected	cecum_NA_infected_89	B5	july 11 2017	435.8	P2_E6
GIMap_P3_SI_Aq.Org_Mixed_C7.mzXML.Peak.area	536	1037.8	1086	48.2	120.5	110.5	231	110	241	100	m32	GI map rep 2	small intestine	F	small intestine_F	9	89	infected	small intestine_F_infected_89	B6	july 11 2017	109.8	P3_C7
GIMap_P3_SI_Aq.Org_Mixed_C8.mzXML.Peak.area	537	1038.7	1137.2	98.5	246.25	236.25	482.5	110	492.5	100	m32	GI map rep 2	small intestine	E	small intestine_E	8	89	infected	small intestine_E_infected_89	B7	july 11 2017	87.55	P3_C8
GIMap_P3_SI_Aq.Org_Mixed_C9.mzXML.Peak.area	538	1033.5	1234.5	201	502.5	492.5	995	110	1005	100	m32	GI map rep 2	small intestine	D	small intestine_D	7	89	infected	small intestine_D_infected_89	B8	july 11 2017	56.72	P3_C9
GIMap_P3_SI_Aq.Org_Mixed_C10.mzXML.Peak.area	539	1044	1346	302	755	745	1500	110	1510	100	m32	GI map rep 2	small intestine	C	small intestine_C	6	89	infected	small intestine_C_infected_89	B9	july 11 2017	64.44	P3_C10
GIMap_P3_SI_Aq.Org_Mixed_C11.mzXML.Peak.area	540	1034.8	1468.1	433.3	1083.25	1073.25	2156.5	110	1166.5	100	m32	GI map rep 2	small intestine	B/a	small intestine_B/a	5	89	infected	small intestine_B/a_infected_89	B10	july 11 2017	48.68	P3_C11
GIMap_P3_Aq.Org_Mixed_B10.mzXML.Peak.area	542	1044.1	1213.2	169.1	422.75	412.75	835.5	110	845.5	100	m32	GI map rep 2	stomach	C	stomach_C	4	89	infected	stomach_C_infected_89	B11	july 11 2017	309.7	P3_B10
GIMap_P3_Aq.Org_Mixed_B11.mzXML.Peak.area	543	1035.3	1133.6	98.3	245.75	235.75	481.5	110	491.5	100	m32	GI map rep 2	stomach	B	stomach_B	3	89	infected	stomach_B_infected_89	B12	july 11 2017	6.881	P3_B11
GIMap_P3_Aq.Org_Mixed_B12.mzXML.Peak.area	544	1034	1089.5	55.5	138.75	128.75	267.5	110	277.5	100	m32	GI map rep 2	stomach	A	stomach_A	2	89	infected	stomach_A_infected_89	C1	july 11 2017	53.87	P3_B12
P1_Aq.Org_Mixed_C6.mzXML.Peak.area	545	1038.4	1068.4	30	75	75	150	110	150	100	m32	GI map rep 2	oesophagus	NA	oesophagus_NA	1	89	infected	oesophagus_NA_infected_89	C2	july 11 2017	178.8	P1_C6
GIMap_P2_LI_Aq.Org_Mixed_E8.mzXML.Peak.area	548	1048.2	1125.7	77.5	193.75	183.75	377.5	110	387.5	100	m33	GI map rep 2	large intestine	C	large intestine_C	13	89	infected	large intestine_C_infected_89	C3	july 11 2017	68.85	P2_E8
GIMap_P2_LI_Aq.Org_Mixed_E9.mzXML.Peak.area	549	1048	1143.7	95.7	239.25	229.25	468.5	110	478.5	100	m33	GI map rep 2	large intestine	B	large intestine_B	12	89	infected	large intestine_B_infected_89	C4	july 11 2017	121.4	P2_E9
GIMap_P1_LI_Aq.Org_Mixed_A7.mzXML.Peak.area	55	981.7	1037.2	55.5	138.75	128.75	267.5	110	277.5	100	m4	GI map rep 1	large intestine	C	large intestine_C	13	12	uninfected	large intestine_C_uninfected_12	E8	42844	33.6	P1_A7
GIMap_P2_LI_Aq.Org_Mixed_E10.mzXML.Peak.area	550	1051.1	1150.4	99.3	248.25	238.25	486.5	110	496.5	100	m33	GI map rep 2	large intestine	A	large intestine_A	11	89	infected	large intestine_A_infected_89	C5	july 11 2017	249.7	P2_E10
GIMap_P2_LI_Aq.Org_Mixed_E11.mzXML.Peak.area	551	1047.6	1190.3	142.7	356.75	346.75	703.5	110	713.5	100	m33	GI map rep 2	cecum	NA	cecum_NA	10	89	infected	cecum_NA_infected_89	C6	july 11 2017	2274	P2_E11
GIMap_P3_SI_Aq.Org_Mixed_D1.mzXML.Peak.area	553	1029.1	1099.9	70.8	177	167	344	110	354	100	m33	GI map rep 2	small intestine	F	small intestine_F	9	89	infected	small intestine_F_infected_89	C7	july 11 2017	320.2	P3_D1
GIMap_P3_SI_Aq.Org_Mixed_D2.mzXML.Peak.area	554	1050.8	1148.7	97.9	244.75	234.75	479.5	110	489.5	100	m33	GI map rep 2	small intestine	E	small intestine_E	8	89	infected	small intestine_E_infected_89	C8	july 11 2017	60	P3_D2
GIMap_P3_SI_Aq.Org_Mixed_D3.mzXML.Peak.area	555	1033.5	1256.3	222.8	557	547	1104	110	1114	100	m33	GI map rep 2	small intestine	D	small intestine_D	7	89	infected	small intestine_D_infected_89	C9	july 11 2017	20.92	P3_D3
GIMap_P3_SI_Aq.Org_Mixed_D4.mzXML.Peak.area	556	1038.6	1398.7	360.1	900.25	890.25	1790.5	110	800.5	100	m33	GI map rep 2	small intestine	C	small intestine_C	6	89	infected	small intestine_C_infected_89	C10	july 11 2017	19.23	P3_D4
GIMap_P3_SI_Aq.Org_Mixed_D5.mzXML.Peak.area	557	1033.7	1353.5	319.8	799.5	789.5	1589	110	599	100	m33	GI map rep 2	small intestine	B/a	small intestine_B/a	5	89	infected	small intestine_B/a_infected_89	C11	july 11 2017	40	P3_D5
GIMap_P3_Aq.Org_Mixed_C2.mzXML.Peak.area	559	1033.7	1187.1	153.4	383.5	373.5	757	110	767	100	m33	GI map rep 2	stomach	C	stomach_C	4	89	infected	stomach_C_infected_89	C12	july 11 2017	45.46	P3_C2
GIMap_P1_LI_Aq.Org_Mixed_A8.mzXML.Peak.area	56	1001.2	1088.4	87.2	218	208	426	110	436	100	m4	GI map rep 1	large intestine	B	large intestine_B	12	12	uninfected	large intestine_B_uninfected_12	E9	42844	-40.5	P1_A8
GIMap_P3_Aq.Org_Mixed_C3.mzXML.Peak.area	560	1045.6	1189.2	143.6	359	349	708	110	718	100	m33	GI map rep 2	stomach	B	stomach_B	3	89	infected	stomach_B_infected_89	D1	july 11 2017	130.4	P3_C3
GIMap_P3_Aq.Org_Mixed_C4.mzXML.Peak.area	561	1028.1	1064.3	36.2	90.5	80.5	171	110	181	100	m33	GI map rep 2	stomach	A	stomach_A	2	89	infected	stomach_A_infected_89	D2	july 11 2017	76.28	P3_C4
P1_Aq.Org_Mixed_C7.mzXML.Peak.area	562	1035.4	1059.1	23.7	59.25	59.25	118.5	55	118.5	100	m33	GI map rep 2	oesophagus	NA	oesophagus_NA	1	89	infected	oesophagus_NA_infected_89		july 11 2017	49.29	P1_C7
GIMap_P2_LI_Aq.Org_Mixed_F1.mzXML.Peak.area	565	1028.4	1137	108.6	271.5	261.5	533	110	543	100	m34	GI map rep 2	large intestine	C	large intestine_C	13	89	infected	large intestine_C_infected_89	D4	july 11 2017	75.56	P2_F1
GIMap_P2_LI_Aq.Org_Mixed_F2.mzXML.Peak.area	566	1035.7	1133.7	98	245	235	480	110	490	100	m34	GI map rep 2	large intestine	B	large intestine_B	12	89	infected	large intestine_B_infected_89	D5	july 11 2017	151.1	P2_F2
GIMap_P2_LI_Aq.Org_Mixed_F3.mzXML.Peak.area	567	1035.9	1144.9	109	272.5	262.5	535	110	545	100	m34	GI map rep 2	large intestine	A	large intestine_A	11	89	infected	large intestine_A_infected_89	D6	july 11 2017	787.8	P2_F3
GIMap_P2_LI_Aq.Org_Mixed_F4.mzXML.Peak.area	568	1036.1	1199.2	163.1	407.75	397.75	805.5	110	815.5	100	m34	GI map rep 2	cecum	NA	cecum_NA	10	89	infected	cecum_NA_infected_89	D7	july 11 2017	2161	P2_F4
GIMap_P1_LI_Aq.Org_Mixed_A9.mzXML.Peak.area	57	1017.8	1122.4	104.6	261.5	251.5	513	110	523	100	m4	GI map rep 1	large intestine	A	large intestine_A	11	12	uninfected	large intestine_A_uninfected_12	E10	42844	83.24	P1_A9
GIMap_P3_SI_Aq.Org_Mixed_D7.mzXML.Peak.area	570	1038.9	1133.8	94.9	237.25	227.25	464.5	110	474.5	100	m34	GI map rep 2	small intestine	F	small intestine_F	9	89	infected	small intestine_F_infected_89	D8	july 11 2017	112.4	P3_D7
GIMap_P3_SI_Aq.Org_Mixed_D8.mzXML.Peak.area	571	1038.2	1140.3	102.1	255.25	245.25	500.5	110	510.5	100	m34	GI map rep 2	small intestine	E	small intestine_E	8	89	infected	small intestine_E_infected_89	D9	july 11 2017	76.69	P3_D8
GIMap_P3_SI_Aq.Org_Mixed_D9.mzXML.Peak.area	572	1041.5	1335.8	294.3	735.75	725.75	1461.5	110	1471.5	100	m34	GI map rep 2	small intestine	D	small intestine_D	7	89	infected	small intestine_D_infected_89	D10	july 11 2017	27.59	P3_D9
GIMap_P3_SI_Aq.Org_Mixed_D10.mzXML.Peak.area	573	1038.1	1375.2	337.1	842.75	832.75	1675.5	110	1685.5	100	m34	GI map rep 2	small intestine	C	small intestine_C	6	89	infected	small intestine_C_infected_89	D11	july 11 2017	-4.703	P3_D10
GIMap_P3_SI_Aq.Org_Mixed_D11.mzXML.Peak.area	574	1038	1302.4	264.4	661	651	1312	110	1322	100	m34	GI map rep 2	small intestine	B/a	small intestine_B/a	5	89	infected	small intestine_B/a_infected_89	D12	july 11 2017	11.28	P3_D11
GIMap_P3_Aq.Org_Mixed_C6.mzXML.Peak.area	576	1037.3	1203.4	166.1	415.25	405.25	820.5	110	830.5	100	m34	GI map rep 2	stomach	C	stomach_C	4	89	infected	stomach_C_infected_89	E1	july 11 2017	293	P3_C6
GIMap_P3_Aq.Org_Mixed_C7.mzXML.Peak.area	577	1038.3	1167.7	129.4	323.5	313.5	637	110	647	100	m34	GI map rep 2	stomach	B	stomach_B	3	89	infected	stomach_B_infected_89	E2	july 11 2017	301.5	P3_C7
GIMap_P3_Aq.Org_Mixed_C8.mzXML.Peak.area	578	1041.9	1096.6	54.7	136.75	126.75	263.5	110	273.5	100	m34	GI map rep 2	stomach	A	stomach_A	2	89	infected	stomach_A_infected_89	E3	july 11 2017	76.11	P3_C8
P1_Aq.Org_Mixed_C8.mzXML.Peak.area	579	1035	1070.2	35.2	88	88	176	110	176	100	m34	GI map rep 2	oesophagus	NA	oesophagus_NA	1	89	infected	oesophagus_NA_infected_89	E4	july 11 2017	-21.92	P1_C8
GIMap_P1_LI_Aq.Org_Mixed_A10.mzXML.Peak.area	58	1009.5	1093.7	84.2	210.5	200.5	411	110	421	100	m4	GI map rep 1	cecum	NA	cecum_NA	10	12	uninfected	cecum_NA_uninfected_12	E11	42844	37.51	P1_A10
GIMap_P2_LI_Aq.Org_Mixed_F6.mzXML.Peak.area	582	1034.3	1106.6	72.3	180.75	170.75	351.5	110	361.5	100	m35	GI map rep 2	large intestine	C	large intestine_C	13	89	infected	large intestine_C_infected_89	E5	july 11 2017	63.2	P2_F6
GIMap_P2_LI_Aq.Org_Mixed_F7.mzXML.Peak.area	583	1044.4	1146.1	101.7	254.25	244.25	498.5	110	508.5	100	m35	GI map rep 2	large intestine	B	large intestine_B	12	89	infected	large intestine_B_infected_89	E6	july 11 2017	400	P2_F7
GIMap_P2_LI_Aq.Org_Mixed_F8.mzXML.Peak.area	584	1033.5	1128	94.5	236.25	226.25	462.5	110	472.5	100	m35	GI map rep 2	large intestine	A	large intestine_A	11	89	infected	large intestine_A_infected_89	E7	july 11 2017	248.8	P2_F8
GIMap_P2_LI_Aq.Org_Mixed_F9.mzXML.Peak.area	585	1033.5	1228.1	194.6	486.5	476.5	963	110	973	100	m35	GI map rep 2	cecum	NA	cecum_NA	10	89	infected	cecum_NA_infected_89	E8	july 11 2017	2374	P2_F9
GIMap_P3_SI_Aq.Org_Mixed_E1.mzXML.Peak.area	587	1029.1	1100.8	71.7	179.25	169.25	348.5	110	358.5	100	m35	GI map rep 2	small intestine	F	small intestine_F	9	89	infected	small intestine_F_infected_89	E9	july 11 2017	49.79	P3_E1
GIMap_P3_SI_Aq.Org_Mixed_E2.mzXML.Peak.area	588	1048	1136.9	88.9	222.25	212.25	434.5	110	444.5	100	m35	GI map rep 2	small intestine	E	small intestine_E	8	89	infected	small intestine_E_infected_89	E10	july 11 2017	69.22	P3_E2
GIMap_P3_SI_Aq.Org_Mixed_E3.mzXML.Peak.area	589	1051.8	1306.3	254.5	636.25	626.25	1262.5	110	1272.5	100	m35	GI map rep 2	small intestine	D	small intestine_D	7	89	infected	small intestine_D_infected_89	E11	july 11 2017	37.8	P3_E3
GIMap_P3_SI_Aq.Org_Mixed_E4.mzXML.Peak.area	590	1038.4	1342.3	303.9	759.75	749.75	1509.5	110	1519.5	100	m35	GI map rep 2	small intestine	C	small intestine_C	6	89	infected	small intestine_C_infected_89	E12	july 11 2017	999	P3_E4
GIMap_P3_SI_Aq.Org_Mixed_E5.mzXML.Peak.area	591	1041.8	1382.7	340.9	852.25	842.25	1694.5	110	704.5	100	m35	GI map rep 2	small intestine	B/a	small intestine_B/a	5	89	infected	small intestine_B/a_infected_89	F1	july 11 2017	10.22	P3_E5
GIMap_P3_Aq.Org_Mixed_C10.mzXML.Peak.area	593	1048	1226.9	178.9	447.25	437.25	884.5	110	894.5	100	m35	GI map rep 2	stomach	C	stomach_C	4	89	infected	stomach_C_infected_89	F2	july 11 2017	102.7	P3_C10
GIMap_P3_Aq.Org_Mixed_C11.mzXML.Peak.area	594	1033.6	1091.2	57.6	144	134	278	110	288	100	m35	GI map rep 2	stomach	B	stomach_B	3	89	infected	stomach_B_infected_89	F3	july 11 2017	67.27	P3_C11
GIMap_P3_Aq.Org_Mixed_C12.mzXML.Peak.area	595	1037.5	1081.6	44.1	110.25	100.25	210.5	110	220.5	100	m35	GI map rep 2	stomach	A	stomach_A	2	89	infected	stomach_A_infected_89	F4	july 11 2017	89.65	P3_C12
P1_Aq.Org_Mixed_C9.mzXML.Peak.area	596	1041.4	1071.3	29.9	74.75	74.75	149.5	110	149.5	100	m35	GI map rep 2	oesophagus	NA	oesophagus_NA	1	89	infected	oesophagus_NA_infected_89	F5	july 11 2017	16.68	P1_C9
GIMap_P2_LI_Aq.Org_Mixed_F11.mzXML.Peak.area	599	1041.5	1119.1	77.6	194	184	378	110	388	100	m36	GI map rep 2	large intestine	C	large intestine_C	13	89	infected	large intestine_C_infected_89	F6	july 11 2017	225.7	P2_F11
GIMap_P1_SI_Org_A8.mzXML.Peak.area	60	1015	1081.7	66.7	166.75	156.75	323.5	110	333.5	100	m4	GI map rep 1	small intestine	F	small intestine_F	9	12	uninfected	small intestine_F_uninfected_12	F1	42844	30.94	P1_A8
GIMap_P2_LI_Aq.Org_Mixed_F12.mzXML.Peak.area	600	1041.5	1129.6	88.1	220.25	210.25	430.5	110	440.5	100	m36	GI map rep 2	large intestine	B	large intestine_B	12	89	infected	large intestine_B_infected_89	F7	july 11 2017	162.7	P2_F12
GIMap_P2_LI_Aq.Org_Mixed_G1.mzXML.Peak.area	601	1051.6	1187.1	135.5	338.75	328.75	667.5	110	677.5	100	m36	GI map rep 2	large intestine	A	large intestine_A	11	89	infected	large intestine_A_infected_89	F8	july 11 2017	65.58	P2_G1
GIMap_P2_LI_Aq.Org_Mixed_G2.mzXML.Peak.area	602	1047.9	1202.4	154.5	386.25	376.25	762.5	110	772.5	100	m36	GI map rep 2	cecum	NA	cecum_NA	10	89	infected	cecum_NA_infected_89	F9	july 11 2017	313.8	P2_G2
GIMap_P3_SI_Aq.Org_Mixed_E7.mzXML.Peak.area	604	1028.3	1105.6	77.3	193.25	183.25	376.5	110	386.5	100	m36	GI map rep 2	small intestine	F	small intestine_F	9	89	infected	small intestine_F_infected_89	F10	july 11 2017	33.16	P3_E7
GIMap_P3_SI_Aq.Org_Mixed_E8.mzXML.Peak.area	605	1041.4	1130.9	89.5	223.75	213.75	437.5	110	447.5	100	m36	GI map rep 2	small intestine	E	small intestine_E	8	89	infected	small intestine_E_infected_89	F11	july 11 2017	15.66	P3_E8
GIMap_P3_SI_Aq.Org_Mixed_E9.mzXML.Peak.area	606	1035.2	1312.7	277.5	693.75	683.75	1377.5	110	1387.5	100	m36	GI map rep 2	small intestine	D	small intestine_D	7	89	infected	small intestine_D_infected_89	F12	july 11 2017	63.37	P3_E9
GIMap_P3_SI_Aq.Org_Mixed_E10.mzXML.Peak.area	607	1036.8	1417.6	380.8	952	942	1894	110	904	100	m36	GI map rep 2	small intestine	C	small intestine_C	6	89	infected	small intestine_C_infected_89	G1	july 11 2017	36.18	P3_E10
GIMap_P3_SI_Aq.Org_Mixed_E11.mzXML.Peak.area	608	1051	1455	404	1010	1000	2010	110	1020	100	m36	GI map rep 2	small intestine	B/a	small intestine_B/a	5	89	infected	small intestine_B/a_infected_89	G2	july 11 2017	205.6	P3_E11
GIMap_P1_SI_Org_A9.mzXML.Peak.area	61	1010.8	1139	128.2	320.5	310.5	631	110	641	100	m4	GI map rep 1	small intestine	E	small intestine_E	8	12	uninfected	small intestine_E_uninfected_12	F2	42844	19.27	P1_A9
GIMap_P3_Aq.Org_Mixed_D2.mzXML.Peak.area	610	1028.7	1163	134.3	335.75	325.75	661.5	110	671.5	100	m36	GI map rep 2	stomach	C	stomach_C	4	89	infected	stomach_C_infected_89	G3	july 11 2017	6639	P3_D2
GIMap_P3_Aq.Org_Mixed_D3.mzXML.Peak.area	611	1034.2	1132.1	97.9	244.75	234.75	479.5	110	489.5	100	m36	GI map rep 2	stomach	B	stomach_B	3	89	infected	stomach_B_infected_89	G4	july 11 2017	2877	P3_D3
GIMap_P3_Aq.Org_Mixed_D4.mzXML.Peak.area	612	1039	1072.3	33.3	83.25	73.25	156.5	110	166.5	100	m36	GI map rep 2	stomach	A	stomach_A	2	89	infected	stomach_A_infected_89	G5	july 11 2017	5011	P3_D4
P1_Aq.Org_Mixed_C10.mzXML.Peak.area	613	1047.7	1087	39.3	98.25	98.25	196.5	110	196.5	100	m36	GI map rep 2	oesophagus	NA	oesophagus_NA	1	89	infected	oesophagus_NA_infected_89	G6	july 11 2017	179	P1_C10
GIMap_P2_LI_Aq.Org_Mixed_G4.mzXML.Peak.area	616	1039	1112.8	73.8	184.5	174.5	359	110	369	100	m37	GI map rep 2	large intestine	C	large intestine_C	13	89	infected	large intestine_C_infected_89	G7	july 11 2017	83.76	P2_G4
GIMap_P2_LI_Aq.Org_Mixed_G5.mzXML.Peak.area	617	1038	1122.2	84.2	210.5	200.5	411	110	421	100	m37	GI map rep 2	large intestine	B	large intestine_B	12	89	infected	large intestine_B_infected_89	G8	july 11 2017	294.2	P2_G5
GIMap_P2_LI_Aq.Org_Mixed_G6.mzXML.Peak.area	618	1034.4	1097.9	63.5	158.75	148.75	307.5	110	317.5	100	m37	GI map rep 2	large intestine	A	large intestine_A	11	89	infected	large intestine_A_infected_89	G9	july 11 2017	275.8	P2_G6
GIMap_P2_LI_Aq.Org_Mixed_G7.mzXML.Peak.area	619	1034.5	1198	163.5	408.75	398.75	807.5	110	817.5	100	m37	GI map rep 2	cecum	NA	cecum_NA	10	89	infected	cecum_NA_infected_89	G10	july 11 2017	532.3	P2_G7
GIMap_P1_SI_Org_A10.mzXML.Peak.area	62	1011.6	1273.1	261.5	653.75	643.75	1297.5	110	1307.5	100	m4	GI map rep 1	small intestine	D	small intestine_D	7	12	uninfected	small intestine_D_uninfected_12	F3	42844	-11.11	P1_A10
GIMap_P3_SI_Aq.Org_Mixed_F1.mzXML.Peak.area	622	1039.1	1130.7	91.6	229	219	448	110	458	100	m37	GI map rep 2	small intestine	E	small intestine_E	8	89	infected	small intestine_E_infected_89	G12	july 11 2017	10.15	P3_F1
GIMap_P3_SI_Aq.Org_Mixed_F2.mzXML.Peak.area	623	1033.3	1251.1	217.8	544.5	534.5	1079	110	1089	100	m37	GI map rep 2	small intestine	D	small intestine_D	7	89	infected	small intestine_D_infected_89	H1	july 11 2017	96.33	P3_F2
GIMap_P3_SI_Aq.Org_Mixed_F3.mzXML.Peak.area	624	1033.7	1315.8	282.1	705.25	695.25	1400.5	110	1410.5	100	m37	GI map rep 2	small intestine	C	small intestine_C	6	89	infected	small intestine_C_infected_89	H2	july 11 2017	272.4	P3_F3
GIMap_P3_SI_Aq.Org_Mixed_F4.mzXML.Peak.area	625	1027.8	1266.1	238.3	595.75	585.75	1181.5	110	1191.5	100	m37	GI map rep 2	small intestine	B/a	small intestine_B/a	5	89	infected	small intestine_B/a_infected_89	H3	july 11 2017	37.81	P3_F4
GIMap_P3_Aq.Org_Mixed_D6.mzXML.Peak.area	627	1035.3	1177.7	142.4	356	346	702	110	712	100	m37	GI map rep 2	stomach	C	stomach_C	4	89	infected	stomach_C_infected_89	H4	july 11 2017	59.57	P3_D6
GIMap_P3_Aq.Org_Mixed_D7.mzXML.Peak.area	628	1033.6	1117.7	84.1	210.25	200.25	410.5	110	420.5	100	m37	GI map rep 2	stomach	B	stomach_B	3	89	infected	stomach_B_infected_89	H5	july 11 2017	10.77	P3_D7
GIMap_P3_Aq.Org_Mixed_D8.mzXML.Peak.area	629	1036.7	1098.1	61.4	153.5	143.5	297	110	307	100	m37	GI map rep 2	stomach	A	stomach_A	2	89	infected	stomach_A_infected_89	H6	july 11 2017	28.21	P3_D8
GIMap_P1_SI_Org_A11.mzXML.Peak.area	63	1026.9	1306.4	279.5	698.75	688.75	1387.5	110	1397.5	100	m4	GI map rep 1	small intestine	C	small intestine_C	6	12	uninfected	small intestine_C_uninfected_12	F4	42844	15.6	P1_A11
GIMap_P2_LI_Aq.Org_Mixed_G9.mzXML.Peak.area	633	1043.8	1113.4	69.6	174	164	338	110	348	100	m38	GI map rep 2	large intestine	C	large intestine_C	13	89	uninfected	large intestine_C_uninfected_89	A3	july 11 2017	46.26	P2_G9
GIMap_P2_LI_Aq.Org_Mixed_G10.mzXML.Peak.area	634	1033.6	1121.9	88.3	220.75	210.75	431.5	110	441.5	100	m38	GI map rep 2	large intestine	B	large intestine_B	12	89	uninfected	large intestine_B_uninfected_89	A4	july 11 2017	8.662	P2_G10
